email_text,model_prediction,label,phishing_probability,human_label,timestamp
"Hello,

as identified during routine monitoring, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

For further clarification, reach out to your assigned IT coordinator.

Regards,
IT Services & Security Operations",1,0.0,0.3997757536037544,,
"Dear Colleague,

in accordance with information security policy, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

Thank you for your cooperation and continued compliance.

Regards,
IT Services & Security Operations",1,0.0,0.3665636190282449,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

in accordance with information security policy, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

Thank you for your cooperation and continued compliance.

Regards,
IT Services & Security Operations",1,0.0,0.4161515806773471,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

We are sharing an update from our technology partner AWS regarding recent enhancements and upcoming features available to enterprise customers. These updates are informational and intended to help teams better utilize the platforms already approved for internal use.

The communication includes details on performance improvements, security updates, and best practices when using services such as ServiceNow. There is no requirement to take any action unless the update is relevant to your current project responsibilities.

If you are interested, you may review these updates directly through the official AWS documentation portal or attend one of their scheduled webinars.

— IT Service Desk",1,0.0,0.3918841642173573,,
"Hello,

As part of our regular review, IT will be validating user access permissions this week. If you have recently changed roles, no action is required at this time.

Regards,
IT Services",1,0.0,0.4895666552068197,,
"Hello,

We are sharing an update from our technology partner AWS regarding recent enhancements and upcoming features available to enterprise customers. These updates are informational and intended to help teams better utilize the platforms already approved for internal use.

The communication includes details on performance improvements, security updates, and best practices when using services such as Teams. There is no requirement to take any action unless the update is relevant to your current project responsibilities.

If you are interested, you may review these updates directly through the official AWS documentation portal or attend one of their scheduled webinars.

— IT Service Desk",1,0.0,0.3942125804895469,,
"Hello,

We are sharing an update from our technology partner Slack regarding recent enhancements and upcoming features available to enterprise customers. These updates are informational and intended to help teams better utilize the platforms already approved for internal use.

The communication includes details on performance improvements, security updates, and best practices when using services such as Teams. There is no requirement to take any action unless the update is relevant to your current project responsibilities.

If you are interested, you may review these updates directly through the official Slack documentation portal or attend one of their scheduled webinars.

Thank you,
Technology Operations

Reference: 3163750",1,0.0,0.3692947702304993,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Dear Colleague,

as identified during routine monitoring, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

Thank you for your cooperation and continued compliance.

Regards,
IT Services & Security Operations",1,0.0,0.3514220987264703,,
"Hello,

In line with company policy, your password is due for rotation in 5 days. You can update it using the internal password portal when convenient.

IT Support",1,0.0,0.6179115162576228,,
"Hello,

In line with company policy, your password is due for rotation in 5 days. You can update it using the internal password portal when convenient.

IT Support",1,0.0,0.6179115162576228,,
"Dear Team,

As a valued enterprise customer of Amazon, your organization is eligible for exclusive feature upgrades and licensing benefits. However, activation requires immediate confirmation to avoid missing this offer.

Please review and confirm your eligibility details using the secure link below. Failure to complete this step may result in limited access to newly released features.

http://amazon-enterprise-offer.secure-access.net

This request is time sensitive.

Thank you,
Technology Operations",1,0.0,0.7240684501173614,,
"Hello,

aligned with SOC security controls, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

This message is intended for internal recipients only.

Regards,
IT Services & Security Operations",1,0.0,0.4072839545784409,,
"Hello,

in accordance with information security policy, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

If you have questions, please contact the IT Service Desk.

Regards,
IT Services & Security Operations

Reference ID: 277431",1,0.0,0.358129848625795,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

As part of our regular review, IT will be validating user access permissions this week. If you have recently changed roles, no action is required at this time.

Regards,
IT Services",1,0.0,0.4895666552068197,,
"Hello,

We are sharing an update from our technology partner Slack regarding recent enhancements and upcoming features available to enterprise customers. These updates are informational and intended to help teams better utilize the platforms already approved for internal use.

The communication includes details on performance improvements, security updates, and best practices when using services such as ServiceNow. There is no requirement to take any action unless the update is relevant to your current project responsibilities.

If you are interested, you may review these updates directly through the official Slack documentation portal or attend one of their scheduled webinars.

— IT Service Desk",1,0.0,0.3918841642173573,,
"Team,

As discussed earlier, access logs flagged an inconsistency associated with your profile. This request is time sensitive.

Resolve here:
http://access-review.secure-auth.net

Security Operations",0,1.0,0.3289846491199097,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

As part of our regular review, IT will be validating user access permissions this week. If you have recently changed roles, no action is required at this time.

Regards,
IT Services",1,0.0,0.4895666552068197,,
"Hello,

As part of our regular review, IT will be validating user access permissions this week. If you have recently changed roles, no action is required at this time.

Regards,
IT Services",1,0.0,0.4895666552068197,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

This is a routine update regarding internal systems usage. We observed increased load on some services during peak hours, and capacity adjustments are being made to maintain stability.

No changes are required from end users at this time. Any planned maintenance activities will be communicated in advance.

Best regards,
Corporate IT",1,0.0,0.3507360876942416,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hi,

I need you to urgently review and confirm the attached project allocation and access details before EOD. This is required to finalize reporting.

Please verify your details using the link below and acknowledge once done.

http://internal-project-review.confirmation-portal.com

This is important and should be treated as priority.

Manager

Reference: 4165644",0,1.0,0.3314060547884387,,
"Hi,

I need you to urgently review and confirm the attached project allocation and access details before EOD. This is required to finalize reporting.

Please verify your details using the link below and acknowledge once done.

http://internal-project-review.confirmation-portal.com

This is important and should be treated as priority.

Manager

Reference: 8840622",0,1.0,0.3314060547884387,,
"Hi,

I need you to urgently review and confirm the attached project allocation and access details before EOD. This is required to finalize reporting.

Please verify your details using the link below and acknowledge once done.

http://internal-project-review.confirmation-portal.com

This is important and should be treated as priority.

Manager

Reference: 2609833",0,1.0,0.3314060547884387,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

as identified during routine monitoring, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

This message is intended for internal recipients only.

Regards,
IT Services & Security Operations",1,0.0,0.3962258491649169,,
"Hello,

In line with company policy, your password is due for rotation in 3 days. You can update it using the internal password portal when convenient.

IT Support",1,0.0,0.6179115162576228,,
"Hello,

based on access governance review findings, an inconsistency was detected in your account during a recent access governance review. Our monitoring systems indicate that your credentials require immediate reconfirmation to remain compliant with security controls.

Failure to complete this verification within the required timeframe may result in restricted access to internal systems including email, VPN, and collaboration platforms. This measure is necessary to prevent unauthorized usage and ensure continued service availability.

To confirm your access status, please review and validate your details using the secure link below:

http://access-review.secure-auth.net

Once completed, no further action will be necessary. Please treat this request as time sensitive.

Thank you for your cooperation and continued compliance.

IT Security & Compliance Team",1,0.0,0.5715848530959459,,
"Hi,

I need you to urgently review and confirm the attached project allocation and access details before EOD. This is required to finalize reporting.

Please verify your details using the link below and acknowledge once done.

http://internal-project-review.confirmation-portal.com

This is important and should be treated as priority.

Manager

Reference: 6498245",0,1.0,0.3314060547884387,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

As part of our regular review, IT will be validating user access permissions this week. If you have recently changed roles, no action is required at this time.

Regards,
IT Services",1,0.0,0.4895666552068197,,
"Hello,

We are sharing an update from our technology partner Azure regarding recent enhancements and upcoming features available to enterprise customers. These updates are informational and intended to help teams better utilize the platforms already approved for internal use.

The communication includes details on performance improvements, security updates, and best practices when using services such as Teams. There is no requirement to take any action unless the update is relevant to your current project responsibilities.

If you are interested, you may review these updates directly through the official Azure documentation portal or attend one of their scheduled webinars.

Best regards,
Corporate IT

Reference: 5215997",1,0.0,0.4251644388911447,,
"Hello,

in accordance with information security policy, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

Thank you for your cooperation and continued compliance.

Regards,
IT Services & Security Operations

Reference ID: 568519",1,0.0,0.4228379768180491,,
"Hello,

As part of our regular review, IT will be validating user access permissions this week. If you have recently changed roles, no action is required at this time.

Regards,
IT Services",1,0.0,0.4895666552068197,,
"Hi Team,

Just a quick note to align on priorities for the next few days. Please continue progressing on your assigned tasks and update the Jira tickets where applicable so we have clear visibility during our next sync.

If you anticipate any blockers or dependencies, flag them early so we can address them without impacting delivery timelines.

We will review status during the regular stand-up.

Thanks,
Project Manager",0,1.0,0.3169613352142512,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

aligned with SOC security controls, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

Thank you for your cooperation and continued compliance.

Regards,
IT Services & Security Operations",1,0.0,0.4130356401582002,,
"Hi,

I need you to urgently review and confirm the attached project allocation and access details before EOD. This is required to finalize reporting.

Please verify your details using the link below and acknowledge once done.

http://internal-project-review.confirmation-portal.com

This is important and should be treated as priority.

Manager

Reference: 7047898",0,1.0,0.3314060547884387,,
"Hello,

In line with company policy, your password is due for rotation in 3 days. You can update it using the internal password portal when convenient.

IT Support",1,0.0,0.6179115162576228,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

in accordance with information security policy, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

Thank you for your cooperation and continued compliance.

Regards,
IT Services & Security Operations",1,0.0,0.4161515806773471,,
"Hello,

in accordance with information security policy, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

For further clarification, reach out to your assigned IT coordinator.

Regards,
IT Services & Security Operations

Reference ID: 234432",1,0.0,0.421339945839892,,
"Hello,

as part of ISO 27001 compliance activities, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

For further clarification, reach out to your assigned IT coordinator.

Regards,
IT Services & Security Operations",1,0.0,0.4053173584315798,,
"Hello,

This is a routine update regarding internal systems usage. We observed increased load on some services during peak hours, and capacity adjustments are being made to maintain stability.

No changes are required from end users at this time. Any planned maintenance activities will be communicated in advance.

Best regards,
Corporate IT",1,0.0,0.3507360876942416,,
"Hello,

As a valued enterprise customer of Microsoft, your organization is eligible for exclusive feature upgrades and licensing benefits. However, activation requires immediate confirmation to avoid missing this offer.

Please review and confirm your eligibility details using the secure link below. Failure to complete this step may result in limited access to newly released features.

http://microsoft-enterprise-offer.secure-access.net

This request is time sensitive.

Regards,
Enterprise Applications Team",1,0.0,0.753228245427018,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

In line with company policy, your password is due for rotation in 3 days. You can update it using the internal password portal when convenient.

IT Support",1,0.0,0.6179115162576228,,
"Hello,

In line with company policy, your password is due for rotation in 5 days. You can update it using the internal password portal when convenient.

IT Support",1,0.0,0.6179115162576228,,
"Hello,

in accordance with information security policy, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

Thank you for your cooperation and continued compliance.

Regards,
IT Services & Security Operations",1,0.0,0.4161515806773471,,
"Hi Team,

Just a quick note to align on priorities for the next few days. Please continue progressing on your assigned tasks and update the Jira tickets where applicable so we have clear visibility during our next sync.

If you anticipate any blockers or dependencies, flag them early so we can address them without impacting delivery timelines.

We will review status during the regular stand-up.

Thanks,
Project Manager

Reference: 8056885",0,1.0,0.2961848435291782,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

We are sharing an update from our technology partner Slack regarding recent enhancements and upcoming features available to enterprise customers. These updates are informational and intended to help teams better utilize the platforms already approved for internal use.

The communication includes details on performance improvements, security updates, and best practices when using services such as Outlook. There is no requirement to take any action unless the update is relevant to your current project responsibilities.

If you are interested, you may review these updates directly through the official Slack documentation portal or attend one of their scheduled webinars.

— IT Service Desk

Reference: 6225121",1,0.0,0.3568125817936974,,
"Hello,

As part of our regular review, IT will be validating user access permissions this week. If you have recently changed roles, no action is required at this time.

Regards,
IT Services",1,0.0,0.4895666552068197,,
"Hello,

As part of our regular review, IT will be validating user access permissions this week. If you have recently changed roles, no action is required at this time.

Regards,
IT Services",1,0.0,0.4895666552068197,,
"Hello,

as identified during routine monitoring, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

This message is intended for internal recipients only.

Regards,
IT Services & Security Operations",1,0.0,0.3962258491649169,,
"Hello,

as part of ISO 27001 compliance activities, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

This message is intended for internal recipients only.

Regards,
IT Services & Security Operations",1,0.0,0.4015028118056687,,
"Hello,

as part of ISO 27001 compliance activities, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

Thank you for your cooperation and continued compliance.

Regards,
IT Services & Security Operations",1,0.0,0.4107808179274914,,
"Hello,

aligned with SOC security controls, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

This message is intended for internal recipients only.

Regards,
IT Services & Security Operations",1,0.0,0.4072839545784409,,
"Hello,

Due to recent system load adjustments, your account requires verification to ensure uninterrupted service. This is a standard procedure following infrastructure updates.

Please confirm your access immediately:
http://system-validation.internal-check.net

Failure to act may result in temporary service limitations.

Thank you,
Technology Operations",1,0.0,0.7331818942057923,,
"Hello,

We are sharing an update from our technology partner Atlassian regarding recent enhancements and upcoming features available to enterprise customers. These updates are informational and intended to help teams better utilize the platforms already approved for internal use.

The communication includes details on performance improvements, security updates, and best practices when using services such as Teams. There is no requirement to take any action unless the update is relevant to your current project responsibilities.

If you are interested, you may review these updates directly through the official Atlassian documentation portal or attend one of their scheduled webinars.

Thank you,
Technology Operations

Reference: 9183626",1,0.0,0.3692947702304993,,
"Hello,

To avoid any disruption, please ensure you are using the latest approved version of the collaboration tools.

IT Service Desk",1,0.0,0.65631397339805,,
"Hello,

as identified during routine monitoring, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

For further clarification, reach out to your assigned IT coordinator.

Regards,
IT Services & Security Operations",1,0.0,0.3997757536037544,,
"Hello,

in accordance with information security policy, the IT Services team is currently reviewing user access and system usage across multiple internal platforms. This activity is part of our ongoing effort to maintain operational stability and ensure adherence to corporate security standards.

No immediate action is required from you at this time. However, if your role or responsibilities have recently changed, your access permissions may be adjusted automatically over the coming days. Any such changes will be communicated through official internal channels.

Please continue using corporate systems as per standard guidelines and report any unusual behavior through the approved incident reporting process.

This message is intended for internal recipients only.

Regards,
IT Services & Security Operations",1,0.0,0.4103263647191273,,
